issueKey,summary,created,resolved,status,priority,severity,labels,components,Bug Detection Phase,linked_pr_number,is_escaped_defect
IO-141077,"TypeError [ERR_INVALID_ARG_TYPE]: The ""key"" argument must be of type string or an instance of ArrayBuffer, Buffer, TypedArray, DataView, KeyObject, or CryptoKey. Received undefined",2025-08-02T15:09:16.154+0530,,Ready for QA,P2,S2,,Adaptor,Exploratory Test,,False
IO-141076,Error message changed when we didn’t provide any valid json,2025-08-02T15:01:44.149+0530,2025-08-12T17:36:39.399+0530,Pending Release,P2,S2,,Adaptor,Component Test,,False
IO-141074,For tile level manage/monitor users production flows are being listed in sandbox environment in dashboard section,2025-08-02T07:27:19.284+0530,,Open,P2,S1,,Core,Production/Escaped (Customer),,True
IO-141071,[UI][BE]Canary is not working as expected for non-prod environments in support access account,2025-08-01T19:39:55.467+0530,,Analysis,P2,S2,,Core,Service-level Test,,False
IO-141064,Fix ping log spike in rdbms adaptor,2025-08-01T17:38:16.668+0530,2025-08-06T11:06:47.830+0530,Pending Release,P1,S2,,Adaptor,UAT,,False
IO-141013,Help text should be shown in query parameters ,2025-08-01T12:55:49.345+0530,,Open,P3,S3,ReportedByAutomation;regression,UI - Usability,Integration Test,,False
IO-140993,Flow Canceled because 503 processMessage error,2025-08-01T11:16:26.705+0530,,Analysis,P4,S2,WorkerMSMonitoring,Core-Workers,Deep Functional Test,,False
IO-140969," logName=fetchSharesForSharedWithUser, type=fetchSharesForSharedWithUserFailed,error=TypeError: licenses is not iterable",2025-08-01T07:46:12.813+0530,,On hold,P3,S2,engg_triaged,Core-RMS,Production/Escaped (Internal),,True
IO-140957,"[FTP] Able to create a FTP Connection without all the required fields, which is in-turn causing the issue while invoking the export or import",2025-07-31T21:37:20.495+0530,,Open,P3,S2,FTP;GoldenDataSet,FTP Bridge,Production/Escaped (Internal),,True
IO-140956,NS virtual imp/exp calls are not working after wsdl deprecation,2025-07-31T21:10:15.494+0530,2025-08-05T23:19:19.418+0530,Pending Release,P1,S1,scope_change,NetSuite Adaptor (Node.js),System Test/E2E,,False
IO-140945,QGW Workers | Normal user Flows and Health check flows are stuck in waiting in queue due to uncaughts being observed.,2025-07-31T19:40:13.507+0530,2025-08-04T15:23:24.602+0530,Pending Release,P1,S1,Worker-Monolith,Core-Workers,Integration Test,,False
IO-140917,"[DI][STAGING] On Sync failure, success count coming as double in the `di/execution/' api",2025-07-31T16:54:57.890+0530,,Open,P3,S3,,DI,Integration Test,,False
IO-140905,"User is not able to select the handerbar under ""override tracekey"" in case of create transfer",2025-07-31T16:03:22.258+0530,,Open,P2,S2,,UI,Exploratory Test,,False
IO-140904,DW is experiencing  pod restarts and memory spikes associated with the Data Warehouse Adapter.,2025-07-31T16:01:10.304+0530,,Open,P2,S3,,DB Adaptor,Integration Test,,False
IO-140895,Error message is not returned for oneToMany_error code [Endpoint-Service],2025-07-31T15:05:10.073+0530,2025-08-04T14:35:06.607+0530,Pending Release,P1,S2,scope_change,API management,Unit Test,,False
IO-140883,[DI UI PF3]salesforce Oauth connection page is opening blank screen,2025-07-31T14:02:44.791+0530,,Open,P4,S4,DI,DI,Automation Test,,False
IO-140867,"[MongoDB] No validation on the mongodb.collection field which can cause security issues like sql injections, encoding attacks etc.,",2025-07-31T12:14:23.470+0530,,Open,P2,S3,DBAdaptor;GoldenDataSet,DB Adaptor,Production/Escaped (Internal),,True
IO-140866,TypeError: Cannot read properties of undefined (reading 'GS') for EDI export,2025-07-31T12:12:51.819+0530,2025-08-12T16:09:18.665+0530,Pending Release,P2,S3,,EDI,Release Sanity Test,,False
IO-140860,"Incorrect Help Text Displayed in Standalone Export Drawer for ""Export Type"" Field",2025-07-31T11:08:00.867+0530,,Analysis,P2,S2,slackReported,UI,Production/Escaped (Internal),,True
IO-140814,[MongoDB] Able to create a MongoDB export with invalid filter and projection values,2025-07-31T09:14:31.639+0530,,Open,P2,S3,DBAdaptor;GoldenDataSet,DB Adaptor,Production/Escaped (Internal),,True
IO-140805,"Trace key is not displayed in the export preview when using the Agent connection. Although the io_custom_trace_key is being appended to the records from the backend, the dataRecordTraceKeys array is returned empty in the preview response.",2025-07-30T20:37:08.184+0530,,Open,P2,S2,,HTTP Adaptor,Production/Escaped (Internal),,True
IO-140789,Observing the alignment issue for Metafields settings in Shopify IA ,2025-07-30T17:07:23.336+0530,,Pending deployment,P3,S2,Impacting_IA_By_IO_Bug;PM_Triaged;ReportedByIA,UI,Integration Test,,False
IO-140773,"Agent-Linux| Getting uncaughtException, stack=TypeError: Cannot read properties of undefined (reading 'split')",2025-07-30T16:58:31.481+0530,2025-08-01T17:30:46.750+0530,Pending Release,P1,S1,,On-Premise Agent,Service-level Test,,False
IO-140749,"Observing the alignment issue for a few settings in IA, it appears that the MultiForm Label Settings in IA are overlapping.",2025-07-30T16:10:32.719+0530,2025-08-04T13:56:39.984+0530,Pending Release,P2,S2,Impacting_IA_By_IO_Bug;ReportedByIA,UI,Integration Test,,False
IO-140718,"Extra records are going to the next bubble in case of rate limit errors, when bubbles have same connection and ""requeue"" is not set to true",2025-07-30T14:08:52.708+0530,,Open,P3,S3,,Core,Integration Test,,False
IO-140712,Integrator Workers | Analyse Cursor AI pointed issues mentioned in attached sheet and fix them if needed,2025-07-30T13:21:17.103+0530,,Review,P2,S2,WorkerMS,Core-Workers,Exploratory Test,,False
IO-140684,[Negative Scenario] Error message miss match for the route /flows/:FlowID/:ExportID/requests/:requestID,2025-07-30T11:49:26.909+0530,2025-08-21T18:00:55.609+0530,Pending Release,P3,S3,,Core-FMS,Automation Test,,False
IO-140682,[Shopify Coversion] For any non-owner account we are not able to get the connection details,2025-07-30T11:32:40.805+0530,,Analysis,P3,S3,,AI/ML - Model,System Test/E2E,,False
IO-140665,[DI][QA STAGING] [SFDC to NSAW] Rich Text Area field is failing during Sync,2025-07-30T11:00:28.662+0530,,Open,P2,S2,,DI,System Test/E2E,,False
IO-140576,Replicate service installation when Agent installed as All Users/Group User/Local Administrator (see if more such user types are present),2025-07-29T23:09:39.229+0530,,Open,P2,S2,,On-Premise Agent,Production/Escaped (Customer),,True
IO-140574,Icons are not aligned for label,2025-07-29T21:43:10.816+0530,2025-07-30T18:59:07.884+0530,Pending Release,P3,S3,NDSInconsistencies,UI - Usability,Exploratory Test,,False
IO-140569,[Endurance Test Dependant] Enabling dataLoader flows in workerMS causes flow cancellations,2025-07-29T20:40:38.840+0530,2025-08-13T11:07:03.150+0530,Pending Release,P2,S1,,Core-Workers,Production/Escaped (Customer),,True
IO-140482, Getting error when clicking eu signin button from shopify page,2025-07-29T18:49:35.829+0530,2025-08-07T16:11:34.375+0530,Released,P1,S2,,Adaptor,Automation Test,,False
IO-140401,"Flow Debugger | 400 bad request coming for branch bubble with error ""message"": ""Please provide a valid _expOrImpId."" due to which test run results are not showing",2025-07-29T17:18:33.299+0530,2025-07-31T16:28:40.741+0530,Pending Release,P2,S2,FlowDebugger,Core,Integration Test,,False
IO-140013,Product Discovery NS Fields and Product Mapping Fields not loading as expected || Error - Target service is taking a long time to respond,2025-07-29T12:22:26.943+0530,2025-08-01T21:19:52.728+0530,Pending Release,P1,S1,v1.38.5.0-SS,NetSuite Adaptor (SuiteScript),Post Deployment,,False
IO-139999,error is showing even when we have data added in the field ,2025-07-29T12:14:37.661+0530,2025-07-31T10:11:15.491+0530,Pending Release,P2,S2,Impacting_IA_By_IO_Bug,UI - Usability,UAT,,False
IO-139978,Size of the lookup-cache is shown 0MB when records are left over after purge call ,2025-07-29T11:52:56.896+0530,,Open,P2,S2,,Adaptor,System Test/E2E,,False
IO-139920,Travis [JOB=Util2] failing with kafkaUtil error,2025-07-29T10:50:16.322+0530,2025-08-01T16:20:57.443+0530,Pending Release,P1,S2,,Core,Unit Test,,False
IO-139910,Analytics graph is not getting updated for resolved errors- taking 10minutes to update the analytics graph,2025-07-29T10:42:31.287+0530,,Analysis,P2,S2,,Adaptor,Automation Test,,False
IO-139908,[DI UI] Applications count is mismatched in placeholder text,2025-07-29T10:37:28.700+0530,2025-07-29T20:31:39.413+0530,Pending Release,P3,S3,DI;UI,UI,Component Test,,False
IO-139829,Shopify landing page version is not latest,2025-07-28T22:18:52.197+0530,2025-07-30T17:20:10.133+0530,Pending Release,P3,S3,,UI,Component Test,,False
IO-139818,[DI UI] Connections dropdown should be searchable,2025-07-28T20:25:07.352+0530,2025-07-29T18:09:39.180+0530,Pending Release,P2,S2,DI;UI,UI,Component Test,,False
IO-139817,"[Worker MS][Branching Flows]In branching flows, the bubble following the rate limit error in the lookup/import step is not receiving the full set of records.",2025-07-28T20:21:16.618+0530,,Analysis,P2,S1,PG2-Worker;Worker-MS,Core-Workers,Integration Test,,False
IO-139802,[DI UI] Close button is not working,2025-07-28T18:09:24.966+0530,2025-07-28T18:52:32.595+0530,Pending Release,P3,S3,DI;UI,UI,Component Test,,False
IO-139796,[JWT Bearer]Connection with JWT Bearer as auth type is still working using old token from cache even we update it with invalid details,2025-07-28T17:24:04.950+0530,,Open,P2,S2,,HTTP Adaptor,System Test/E2E,,False
IO-139756,Application is loading only once we redirect from concur application,2025-07-28T14:47:02.555+0530,,Open,P2,S2,,UI,Component Test,,False
IO-139753,"We are getting additional ""http method"" field for ""set up new connection""whenever we are cloning a concur flow ",2025-07-28T14:15:19.431+0530,,Open,P2,S2,,UI,Component Test,,False
IO-139696,"Error classification is incorrectly returned as ""Too Large"" instead of ""Rate Limit"" when Salesforce REST Export exceeds request limits-QA env",2025-07-28T12:02:34.066+0530,,Open,P2,S2,,Errors / Dashboard,Release Sanity Test,,False
IO-139655,[DI UI] Databases are not loading for the first time,2025-07-28T10:42:31.193+0530,2025-07-28T15:45:12.024+0530,Pending Release,P2,S2,DI;UI,UI,Component Test,,False
IO-139622,FMS Alerts Cleanup - Splunk Alert: [FMS] Error logged in the service : needs attention 1,2025-07-27T14:42:18.513+0530,,Open,P4,S4,,Core-FMS,Service-level Test,,False
IO-139620,"[UI]: ""latest"" WSDL version in NetSuite connection BE is not rendering on to UI",2025-07-27T10:17:26.621+0530,2025-07-30T11:26:50.750+0530,Pending Release,P1,S2,,UI,Integration Test,,False
IO-139619,"For shoipfy graphql connection, toggle is not visible for iclient while creating connection with oauth 2.0.same is visible in edit connection case",2025-07-27T01:33:39.665+0530,2025-07-28T23:27:14.218+0530,Pending Release,P3,S3,ReportedByAutomationFirst;prodExist,UI - Usability,Component Test,,False
IO-139610,The dropdown arrow is appearing on the left side for some drop-downs on the UI.,2025-07-25T21:17:40.953+0530,2025-07-28T15:37:05.086+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-139602,External link should be updated for integration guide,2025-07-25T18:48:37.263+0530,2025-07-29T13:47:01.458+0530,Pending Release,P4,S4,NDSInconsistencies,UI - Usability,Component Test,,False
IO-139600,AS2/VAN flows are failing with Resolved credential object is not valid error,2025-07-25T18:28:45.426+0530,2025-07-29T17:24:55.691+0530,Pending Release,P2,S2,ReportedByAutomation,AS2,Component Test,,False
IO-139584,[RMS] User is not able to get the email notification when a shared user is deleted ,2025-07-25T17:29:46.870+0530,,Review,P3,S3,,Core,Integration Test,,False
IO-139574,"[QA][DI] When a Dataset/Object in a sync don't have any data to load in target, sync job it failing with error.",2025-07-25T16:40:49.724+0530,2025-07-30T10:39:42.520+0530,Pending Release,P4,S4,,DI,Integration Test,,False
IO-139541,[DI UI] Edit Export screen is frozen and not editable when user is trying to edit export from inside a sync,2025-07-25T14:04:02.388+0530,,Open,P2,S2,PM_Triaged,DI;UI,Regression/PST Test,,False
IO-139530,Deletion behavior of Lookup Caches via API are not working properly,2025-07-25T13:00:26.338+0530,2025-07-29T18:54:38.758+0530,Released,P1,S1,jira_escalated;slackReported,Adaptor,Production/Escaped (Customer),,True
IO-139521,Getting 500 server error and  uncaught exception when running override instance in test mode,2025-07-25T12:40:26.872+0530,2025-08-12T19:21:49.535+0530,Pending Release,P2,S2,PG2-Worker;Worker-MS,Core-Workers,System Test/E2E,,False
IO-139520,"level=error, logName=processMessage, Reason: The receipt handle has expired",2025-07-25T12:29:43.971+0530,,Open,P2,S2,PG1-Worker;Worker-MS;WorkerMSMonitoring,Core-Workers,Production/Escaped (Internal),,True
IO-139519,Issues with account search dropdown,2025-07-25T12:21:29.836+0530,2025-07-30T11:51:44.077+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-139504,QA env | QGW | Workers | Getting uncaughtException: TypeError: Cannot read properties of undefined (reading 'find'),2025-07-25T11:37:20.671+0530,2025-07-30T15:17:28.360+0530,Pending Release,P3,S3,PG3-Worker;SplunkError;Worker-Monolith;mongoose7,Core-Workers,Service-level Test,,False
IO-139491,[DI] Multi Environment Edit sync datasets api failing with error access to requested resource is denied. The user is not allowed to access the shared connections or the connection is not shared with the user.,2025-07-25T10:51:15.785+0530,2025-07-31T18:54:49.755+0530,Pending Release,P4,S3,,DI,Regression/PST Test,,False
IO-139485,Left nav is scrolling below when the we decrease screen size ,2025-07-25T10:41:05.930+0530,2025-07-30T15:03:08.864+0530,Pending Release,P3,S3,,UI - Usability,Component Test,,False
IO-139468,Getting unnecessary logs falseyCanonicalErrorObject,2025-07-25T05:51:54.345+0530,2025-07-29T16:23:12.959+0530,Released,P1,S2,SplunkError,Core-Workers,Deep Functional Test,,False
IO-139466,Incorrect Spacing Between SVG Icon and Online/Offline Status Flag,2025-07-25T00:38:57.843+0530,2025-07-29T19:04:20.776+0530,Pending Release,P3,S3,,UI,Component Test,,False
IO-139461,Observing error while cloning the Integration with Instance flow and able to see the Instance flows at flows folder once we downloaded the integration,2025-07-24T23:59:02.501+0530,,Open,P2,S2,,Core,Service-level Test,,False
IO-139460,“None” Option Appears Despite required: true in StaticMap Fields,2025-07-24T23:57:31.802+0530,2025-07-28T11:43:07.635+0530,Pending Release,P2,S2,prodExist,UI,Component Test,,False
IO-139459,Unable to see the 'isAbstract :  true' flag on Abstract flow at cloned integration ,2025-07-24T23:40:52.566+0530,2025-08-12T19:16:36.258+0530,Pending Release,P2,S2,,Core,Service-level Test,,False
IO-139458,"Incorrect Behavior of ""Select All"" in Multiselect Custom Form Field",2025-07-24T22:55:17.766+0530,2025-07-28T13:00:07.382+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-139457,Ui alignment is not ahowing correctly for Custom settings,2025-07-24T22:14:15.277+0530,2025-07-28T16:50:53.839+0530,Pending Release,P3,S3,,UI,Component Test,,False
IO-139455,We are able to view splunk error logs for error-notifications,2025-07-24T21:45:45.384+0530,2025-07-29T17:19:22.514+0530,Pending Release,P2,S2,,Core,Service-level Test,,False
IO-139447,Email Subject for API Token display was wrong,2025-07-24T21:13:08.436+0530,2025-07-29T14:58:35.117+0530,Pending Release,P2,S2,,Core,Service-level Test,,False
IO-139439,[DI] Schema inferencing fix null safety byte decoding exception handling ,2025-07-24T19:31:07.424+0530,2025-07-29T10:10:20.180+0530,Pending Release,P4,S3,,DI,Regression/PST Test,,False
IO-139435,Company handle bar is not working as expected,2025-07-24T18:05:40.522+0530,2025-07-29T14:49:57.305+0530,Pending Release,P2,S2,,Core,Service-level Test,,False
